43873752	557275656	29.7720485	-6.5532048
43873752	557275657	29.7693665	-6.5446217
43873752	557275659	29.7686214	-6.5336354
43873752	557275662	29.7708565	-6.5253957
43873752	557275665	29.7714525	-6.5108044
43873752	557275672	29.7628099	-6.5049679
43873752	557275677	29.7592334	-6.4996464
43873752	557275685	29.7601276	-6.4946683
43873752	557275690	29.7660882	-6.49278
43873752	557275698	29.7698135	-6.4908917
43873752	557275700	29.7733896	-6.4879735
43873752	557275705	29.7794984	-6.4884885
43873752	557275711	29.7784555	-6.4829953
43873752	557275723	29.7802434	-6.4771588
43873752	557275742	29.7841171	-6.4766438
43873752	557275751	29.7881396	-6.4785321
43873752	557275756	29.7926089	-6.4788754
43873752	557275760	29.7985676	-6.4732106
43873752	557275766	29.8030365	-6.4747555
43873752	557275769	29.8070582	-6.472009
43873752	557275773	29.8101862	-6.4653142
43873752	557275779	29.8094414	-6.4618809
43873752	557275783	29.8148034	-6.4622243
43873752	557275787	29.8177821	-6.4591344
43873752	557275802	29.8237394	-6.4584477
43873752	557275805	29.8323767	-6.4589627
43873752	557275808	29.8332702	-6.4651425
43873752	557275811	29.8360995	-6.4701207
43873752	557275814	29.8423535	-6.4783604
43873752	557275817	29.8489048	-6.4867718
43873752	557275818	29.8520314	-6.4977582
43873752	557275822	29.8541158	-6.5047963
43873752	557275827	29.8518825	-6.5080579
43873752	557275828	29.8541158	-6.5147526
43873752	557275832	29.8605174	-6.5200741
43873752	557275837	29.8624528	-6.5233357
43873752	557275841	29.8672164	-6.5205891
43873752	557275847	29.8715333	-6.5180142
43873752	557275855	29.8754035	-6.5209325
43873752	557275858	29.8748081	-6.524194
43873752	557275864	29.8755523	-6.5283139
43873752	557275867	29.8719799	-6.5315755
43873752	557275872	29.8704913	-6.5344937
43873752	557275875	29.8715333	-6.536382
43873752	557275880	29.8736173	-6.536897
43873752	557275883	29.8755523	-6.536382
43873752	557275886	29.8759989	-6.5394719
43873752	557275891	29.8713845	-6.5427335
43873752	557275894	29.8663233	-6.54651
43873752	557275896	29.8636437	-6.5482266
43873752	557275900	29.8603686	-6.5473683
43873752	557275903	29.85754	-6.5499432
43873752	557275905	29.8545624	-6.5518315
43873752	557275906	29.8509892	-6.5518315
43873752	557275910	29.847267	-6.5444501
43873752	557275916	29.844438	-6.5411885
43873752	557275917	29.8417579	-6.5430768
43873752	557275918	29.8383331	-6.5386136
43873752	557275938	29.8356528	-6.5382703
43873752	557275942	29.8331213	-6.5384419
43873752	557275946	29.8344615	-6.5439351
43873752	557275951	29.8322278	-6.5432484
43873752	557275954	29.8289517	-6.5398152
43873752	557275960	29.8250797	-6.5425618
43873752	557275963	29.8232926	-6.5458234
43873752	557275968	29.8204629	-6.54651
43873752	557275973	29.8201651	-6.5396435
43873752	557275978	29.8145055	-6.5362103
43873752	557275983	29.8079519	-6.5365536
43873752	557275985	29.8039302	-6.536382
43873752	557275988	29.8031854	-6.5410168
43873752	557275992	29.7979718	-6.5453084
43873752	557275995	29.792311	-6.54754
43873752	557275997	29.7882886	-6.5466817
43873752	557276000	29.78516	-6.54754
43873752	557276003	29.7865008	-6.5504582
43873752	557276007	29.7902253	-6.5523465
43873752	557276009	29.7932048	-6.5520032
43873752	557276012	29.7994614	-6.5518315
43873752	557276016	29.7994614	-6.5545781
43873752	557276018	29.7966311	-6.556638
43873752	557276024	29.7929069	-6.5569813
43873752	557276028	29.7884376	-6.5552647
